t_us,lat_us,aiming,hasTarget,classId,conf,cx,cy,w,h,emit_dx,emit_dy,mscale_x,mscale_y,inject_cum_x
3803900,893,1,1,0,0.532668,173.797,189.719,41.2188,84.6875,4,0,1,1,0
3817759,893,1,1,0,0.595963,171.359,189.766,42.5938,83.2188,4,0,1,1,0
3825615,891,1,1,0,0.802246,173.117,190.562,42.6406,85,4,0,1,1,0
3838832,893,1,1,0,0.337858,172,191.406,40.125,81.1875,3,0,1,1,0
3846561,894,1,1,0,0.728748,173.375,191.602,39.5,82.3281,4,1,1,1,0
3852471,893,1,1,0,0.766641,173.352,191.641,39.5156,81.9688,4,0,1,1,0
3859551,894,1,1,0,0.764538,173.625,191.555,39.875,83.7344,4,0,1,1,0
3874078,892,1,1,0,0.290376,171.672,191.953,41.125,83.5938,4,1,1,1,0
3887975,893,1,1,0,0.338951,173.031,191.914,40.75,82.9531,3,0,1,1,0
3895204,892,1,1,0,0.76524,175.355,191.703,41.6797,83.1562,5,0,1,1,0
3908543,892,1,1,0,0.38122,174.938,191.578,42.6875,83.2812,5,1,1,1,0
3916837,892,1,1,0,0.716219,173.93,191.758,42.8594,82.2344,4,0,1,1,0
3922747,893,1,1,0,0.728362,175.363,191.719,42.3516,81.6875,5,1,1,1,0
3928905,892,1,1,0,0.787604,173.664,191.312,44.4844,80.875,4,0,1,1,0
3936055,892,1,1,0,0.568416,172.836,191.688,47.7031,83,4,0,1,1,0
3943993,893,1,1,0,0.495606,172.602,191.047,49.4219,85.8438,4,0,1,1,0
3950460,891,1,1,0,0.505859,173.137,189.641,52.1016,86.5312,4,0,1,1,0
3956765,895,1,1,0,0.845179,173.633,189.797,42.2969,85.5938,4,0,1,1,0
3970594,896,1,1,0,0.736781,168.031,193.328,54.1875,83.8438,2,0,1,1,0
3978722,891,1,1,0,0.36094,168.051,192.805,49.3516,78.4219,2,1,1,1,0
3985657,895,1,1,0,0.322099,165.68,198,52.2344,69.9375,0,6,1,1,0
3991506,892,1,1,0,0.392337,169.102,191.07,47.7031,84.6094,2,0,1,1,0
3998921,894,1,1,0,0.734501,167.633,190.57,49.4219,84.8594,2,0,1,1,0
4005440,895,1,1,0,0.75958,167.035,189.141,49.5547,87.0938,2,0,1,1,0
4014026,897,1,1,0,0.78695,165.938,188.844,50.5625,85.25,1,-1,1,1,0
4019613,894,1,1,0,0.771498,165.602,188.578,50.5469,86.9062,1,0,1,1,0
4026439,893,1,1,0,0.798815,165,187.766,51.4375,86.1562,1,0,1,1,0
